multiplier1,multiplier2,product,stdev,text,timestamp,type_a,type_b,player,number,stat,game_start,mult1,mult2
1.77,1.77,3.1329,0.0,sAvana115HeadshotsSampi@EP GenesFri 10AM1.77x1.77x,2024-11-21 23:07:12,CSGO,Headshots,,,,,,
1.77,1.77,3.1329,0.0,manguss14.5HeadshotsSampi@EP GenesFri 10AM1.77x1.77x,2024-11-21 23:07:12,CSGO,Headshots,,,,,,
1.77,1.77,3.1329,0.0,fino10.5HeadshotsSampi@EP GenesFri 10AM1.77x1.77x,2024-11-21 23:07:12,CSGO,Headshots,,,,,,
1.77,1.77,3.1329,0.0,ZEDKO18HeadshotsSampi@EP GenesFri 10AM1.77x1.77x,2024-11-21 23:07:12,CSGO,Headshots,,,,,,
1.77,1.77,3.1329,0.0,The eLiVe14.5HeadshotsSampi@EP GenesFri 10AM1.77x1.77x,2024-11-21 23:07:12,CSGO,Headshots,,,,,,
1.77,1.77,3.1329,0.0,Lastík15.5HeadshotsSampi@EP GenesFri 10AM1.77x1.77x,2024-11-21 23:07:12,CSGO,Headshots,,,,,,
1.77,1.77,3.1329,0.0,Happyy9HeadshotsSampi@EP GenesFri 10AM1.77x1.77x,2024-11-21 23:07:12,CSGO,Headshots,,,,,,
1.77,1.77,3.1329,0.0,PerdY13.5HeadshotsSampi@EP GenesFri 10AM1.77x1.77x,2024-11-21 23:07:12,CSGO,Headshots,,,,,,
1.78,1.78,3.1684,0.0,C. Hernandez2TakedownTumendem@HernandeSat 4AM1.78x1.78x,2024-11-21 23:07:12,UFC,Takedown,,,,,,
1.78,1.78,3.1684,0.0,Petr Yan1.5TakedownYan@DFigueirSat 7AM1.78x1.78x,2024-11-21 23:07:12,UFC,Takedown,,,,,,
1.77,1.77,3.1329,0.0,SuYoung You2.5Takedownnull@SuYoungSat 5AM1.77x1.77x,2024-11-21 23:07:12,UFC,Takedown,,,,,,
1.78,1.78,3.1684,0.0,R. Sánchez2SavesLEI@CFCSat 7AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,M. Hermansen4SavesLEI@CFCSat 7AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,K. Arrizabalaga2.5SavesBOR@BHASat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,B. Verbruggen3SavesBOR@BHASat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,David Raya2SavesARS@NOTSat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,Matz Sels3.5SavesARS@NOTSat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,E. Martínez2.5SavesAST@CRYSat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,D. Henderson3.5SavesAST@CRYSat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,J. Pickford2.5SavesEVE@BRESat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,Mark Flekken3SavesEVE@BRESat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,Bernd Leno3SavesFUL@WOLSat 10AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,Ederson2.5SavesMNC@TOTSat 12PM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,G. Vicario4SavesMNC@TOTSat 12PM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,C. Kelleher2SavesSOT@LIVSun 9AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,Alex McCarthy4SavesSOT@LIVSun 9AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,André Onana2SavesIPS@MNUSun 11AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,A. Muric3.5SavesIPS@MNUSun 11AM1.78x1.78x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.77,1.77,3.1329,0.0,1.77x1.77x,2024-11-21 23:07:12,EPL,Saves,,,,,,
1.78,1.78,3.1684,0.0,K. Jakob Hein3SavesGET@VLDFri 3PM1.78x1.78x,2024-11-21 23:07:12,LaLiga,Saves,,,,,,
1.77,1.77,3.1329,0.0,K. Mitchell3.5BRD+KMtchelP@R2-RSMFri 8AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Ben Griffin3.5BRD+BGriffP@R2-RSMFri 8AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Mark Hubbard4.5BRD+HubbardP@R2-RSMFri 8AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Andrew Novak3.5BRD+ANovakP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,D. Thompson3.5BRD+DThmpsnP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,H. English3.5BRD+EnglishP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,M. McNealy4.5BRD+MMcNelyP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,M. Hughes3.5BRD+MHughesP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,A. Eckroat3.5BRD+AEckroaP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Chris Kirk3.5BRD+KirkP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Sepp Straka3.5BRD+SStrakaP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Lucas Glover3.5BRD+LGloverP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Seamus Power3.5BRD+SPowerP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Matt Wallace4.5BRD+MWallacP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,D. McCarthy4.5BRD+DMcCrthP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,M. Thorbjornsen3.5BRD+ThorbjoP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,P. Rodgers4.5BRD+PRodgerP@R2-RSMFri 9AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Eric Cole3.5BRD+EColeP@R2-RSMFri 10AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Adam Hadwin4.5BRD+AHadwinP@R2-RSMFri 10AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Matt Kuchar3.5BRD+MKucharP@R2-RSMFri 10AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,J.J. Spaun3.5BRD+JJSpaunP@R2-RSMFri 10AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Adam Svensson4.5BRD+ASvenssP@R2-RSMFri 10AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Si Woo Kim3.5BRD+SiWoKimP@R2-RSMFri 10AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Brian Harman4.5BRD+HarmanP@R2-RSMFri 10AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,J.T. Poston4.5BRD+JTPostnP@R2-RSMFri 10AM1.77x1.77x,2024-11-21 23:07:12,PGA,Birdies or Better,,,,,,
1.77,1.77,3.1329,0.0,Franz Wagner19P+R+ALAL@ORL1.77x1.77x,2024-11-21 23:20:13,Live,Pts + Reb + Ast,Franz Wagner,19,P+R+AL,AL@ORL,1.77,1.77
1.77,1.77,3.1329,0.0,Jalen Suggs12P+R+ALAL@ORL1.77x1.77x,2024-11-21 23:20:13,Live,Pts + Reb + Ast,Jalen Suggs,12,P+R+AL,AL@ORL,1.77,1.77
1.77,1.77,3.1329,0.0,Anthony Black8.5P+R+ALAL@ORL1.77x1.77x,2024-11-21 23:20:13,Live,Pts + Reb + Ast,Anthony Black,8.5,P+R+AL,AL@ORL,1.77,1.77
1.77,1.77,3.1329,0.0,Anthony Davis21.5P+R+ALAL@ORL1.77x1.77x,2024-11-21 23:20:13,Live,Pts + Reb + Ast,Anthony Davis,21.5,P+R+AL,AL@ORL,1.77,1.77
1.77,1.77,3.1329,0.0,LeBron James20P+R+ALAL@ORL1.77x1.77x,2024-11-21 23:20:13,Live,Pts + Reb + Ast,LeBron James,20,P+R+AL,AL@ORL,1.77,1.77
1.77,1.77,3.1329,0.0,Austin Reaves13P+R+ALAL@ORL1.77x1.77x,2024-11-21 23:20:13,Live,Pts + Reb + Ast,Austin Reaves,13,P+R+AL,AL@ORL,1.77,1.77
1.78,1.78,3.1684,0.0,Kyle Kuzma6.5ReboundsWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Rebounds,,,,,,
1.78,1.78,3.1684,0.0,A. Sarr5.5ReboundsWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Rebounds,,,,,,
1.78,1.78,3.1684,0.0,Jalen Johnson9.5ReboundsCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Rebounds,,,,,,
1.78,1.78,3.1684,0.0,Clint Capela8.5ReboundsCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Rebounds,,,,,,
1.78,1.78,3.1684,0.0,N. Vucevic10.5ReboundsCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Rebounds,,,,,,
1.78,1.78,3.1684,0.0,Kyle Kuzma2.5AssistsWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Assists,,,,,,
1.78,1.78,3.1684,0.0,B. Carrington4.5AssistsWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Assists,,,,,,
1.78,1.78,3.1684,0.0,Jalen Johnson4.5AssistsCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Assists,,,,,,
1.78,1.78,3.1684,0.0,Coby White4.5AssistsCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Assists,,,,,,
1.78,1.78,3.1684,0.0,Jordan Poole2.53PT MadeWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,3PT Made,,,,,,
1.78,1.78,3.1684,0.0,Jayson Tatum3.53PT MadeWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,3PT Made,,,,,,
1.78,1.78,3.1684,0.0,Jrue Holiday1.53PT MadeWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,3PT Made,,,,,,
1.78,1.78,3.1684,0.0,Trae Young2.53PT MadeCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,3PT Made,,,,,,
1.78,1.78,3.1684,0.0,Zach LaVine2.53PT MadeCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,3PT Made,,,,,,
1.78,1.78,3.1684,0.0,Jordan Poole26.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Kyle Kuzma26.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,A. Sarr16.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,B. Carrington18.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Corey Kispert16.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jayson Tatum43.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jaylen Brown34.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jrue Holiday20.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Derrick White27.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,P. Pritchard18.5P+R+AWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Trae Young34.5P+R+ACHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jalen Johnson31.5P+R+ACHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Clint Capela20.5P+R+ACHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Dyson Daniels21.5P+R+ACHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Zach LaVine31.5P+R+ACHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,N. Vucevic33.5P+R+ACHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Josh Giddey24.5P+R+ACHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Coby White28.5P+R+ACHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jordan Poole21.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Kyle Kuzma24.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,A. Sarr14.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,B. Carrington13.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Corey Kispert14.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Jayson Tatum37.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Jaylen Brown30.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Jrue Holiday16.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Derrick White22.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,P. Pritchard15.5Pts + RebWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Trae Young23.5Pts + RebCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Jalen Johnson27.5Pts + RebCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Clint Capela19.5Pts + RebCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Dyson Daniels18.5Pts + RebCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Zach LaVine27.5Pts + RebCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,N. Vucevic30.5Pts + RebCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Josh Giddey18.5Pts + RebCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Coby White23.5Pts + RebCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Reb,,,,,,
1.78,1.78,3.1684,0.0,Jordan Poole23.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Kyle Kuzma19.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,A. Sarr10.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,B. Carrington13.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jayson Tatum34.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jaylen Brown28.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jrue Holiday16.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Derrick White22.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,P. Pritchard15.5Pts + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Trae Young31.5Pts + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jalen Johnson21.5Pts + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Clint Capela12.5Pts + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Zach LaVine26.5Pts + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,N. Vucevic22.5Pts + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Josh Giddey18.5Pts + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Coby White25.5Pts + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Pts + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jordan Poole7.5Reb + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Corey Kispert4.5Reb + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Jrue Holiday8.5Reb + AstWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Trae Young14.5Reb + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Clint Capela9.5Reb + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,N. Vucevic13.5Reb + AstCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Reb + Ast,,,,,,
1.78,1.78,3.1684,0.0,Corey Kispert0.5Stl + BlkWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Stl + Blk,,,,,,
1.78,1.78,3.1684,0.0,Jaylen Brown1.5Stl + BlkWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Stl + Blk,,,,,,
1.78,1.78,3.1684,0.0,Dyson Daniels3.5Stl + BlkCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Stl + Blk,,,,,,
1.78,1.78,3.1684,0.0,Zach LaVine1.5Stl + BlkCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Stl + Blk,,,,,,
1.78,1.78,3.1684,0.0,Coby White1.5Stl + BlkCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Stl + Blk,,,,,,
1.78,1.78,3.1684,0.0,A. Sarr0.5StealsWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Steals,,,,,,
1.78,1.78,3.1684,0.0,Dyson Daniels2.5StealsCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Steals,,,,,,
1.78,1.78,3.1684,0.0,Jordan Poole2.5TurnoversWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Turnovers,,,,,,
1.78,1.78,3.1684,0.0,Jayson Tatum2.5TurnoversWAS@BOSFri 7PM1.78x1.78x,2024-11-21 23:20:13,NBA,Turnovers,,,,,,
1.78,1.78,3.1684,0.0,Trae Young4.5TurnoversCHI@ATLFri 8PM1.78x1.78x,2024-11-21 23:20:13,NBA,Turnovers,,,,,,
1.28,2.8,3.584,1.0748,C. Williams1.5Pass TDsCHI@MINSun 1PM1.28x2.8x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
2.68,1.32,3.5376,0.96167,G. Minshew0.5Pass TDsLV@DENSun 4PM2.68x1.32x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.34,2.62,3.5108,0.9051,Drake Maye1.5Pass TDsMIA@NESun 1PM1.34x2.62x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
2.5,1.4,3.5,0.77782,Cooper Rush0.5Pass TDsWAS@DALSun 1PM2.5x1.4x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
2.56,1.35,3.456,0.8556,Will Levis0.5Pass TDsHOU@TENSun 1PM2.56x1.35x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.46,2.34,3.4164,0.62225,Jalen Hurts1.5Pass TDsLAR@PHISun 8PM1.46x2.34x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
2.3,1.48,3.404,0.57983,Tommy DeVito0.5Pass TDsNYG@TBSun 1PM2.3x1.48x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.5,2.23,3.345,0.51619,Kyler Murray1.5Pass TDsSEA@ARISun 4PM1.5x2.23x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
2.2,1.52,3.344,0.48083,P. Mahomes1.5Pass TDsCAR@KCSun 1PM2.2x1.52x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.68,1.98,3.3264,0.21213,C.J. Stroud1.5Pass TDsHOU@TENSun 1PM1.68x1.98x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.53,2.17,3.3201,0.45255,Brock Purdy1.5Pass TDsGB@SFSun 4PM1.53x2.17x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.94,1.71,3.3174,0.16263,T. Tagovailoa1.5Pass TDsMIA@NESun 1PM1.94x1.71x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.7,1.95,3.315,0.17678,M. Stafford1.5Pass TDsLAR@PHISun 8PM1.7x1.95x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.86,1.78,3.3108,0.05657,Geno Smith1.5Pass TDsSEA@ARISun 4PM1.86x1.78x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.76,1.88,3.3088,0.08485,J. Daniels1.5Pass TDsWAS@DALSun 1PM1.76x1.88x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
2.16,1.53,3.3048,0.44548,Bryce Young0.5Pass TDsCAR@KCSun 1PM2.16x1.53x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.91,1.73,3.3043,0.12728,Jordan Love1.5Pass TDsGB@SFSun 4PM1.91x1.73x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.6,2.06,3.296,0.32527,Bo Nix1.5Pass TDsLV@DENSun 4PM1.6x2.06x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.78,1.85,3.293,0.0495,B. Mayfield1.5Pass TDsNYG@TBSun 1PM1.78x1.85x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
1.88,1.75,3.29,0.09192,Lamar Jackson1.5Pass TDsLAC@BALMon 8PM1.88x1.75x,2024-11-21 23:20:13,NFL,Pass TDs,,,,,,
